"dataset","id","reason"
"ActivityNet Captions","v_pg-DMwEM3K4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7938423156738281. Maximum achieved text similarity score is 0.8851557970046997."
"ActivityNet Captions","v_1OJa2iiFxfk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8748332262039185. Maximum achieved text similarity score is 0.8867334723472595."
"ActivityNet Captions","v_u-YaDbGZoPk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8683557510375977. Maximum achieved text similarity score is 0.8769307136535645."
"ActivityNet Captions","v_Tfqln6lL7q0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.881269097328186. Maximum achieved text similarity score is 0.8884744644165039."
"ActivityNet Captions","v_zTzF5R_VhGk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8389970064163208. Maximum achieved text similarity score is 0.8633859753608704."
"ActivityNet Captions","v_v-qFJJx0bTs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8800381422042847. Maximum achieved text similarity score is 0.8941871523857117."
"ActivityNet Captions","v_yxSBQXuOwuc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8252168893814087. Maximum achieved text similarity score is 0.8541937470436096."
"ActivityNet Captions","v_pSdlIsd_vZc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8502085208892822. Maximum achieved text similarity score is 0.8569413423538208."
"ActivityNet Captions","v_jE2jDJ9WHeE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7505074143409729. Maximum achieved text similarity score is 0.7799738645553589."
"ActivityNet Captions","v_-G-sh-NhYtk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8362410068511963. Maximum achieved text similarity score is 0.8418450951576233."
"ActivityNet Captions","v_55FFh89yqVw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8299853801727295. Maximum achieved text similarity score is 0.8734536170959473."
"ActivityNet Captions","v_kbWQIXFOK54","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8740236759185791. Maximum achieved text similarity score is 0.8976009488105774."
"ActivityNet Captions","v_eHxRr7Zhsek","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8186395168304443. Maximum achieved text similarity score is 0.844398558139801."
"ActivityNet Captions","v_IvkpOoeCM3A","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8695389032363892. Maximum achieved text similarity score is 0.8854174613952637."
"ActivityNet Captions","v_hSq0yL5AB40","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8681312799453735. Maximum achieved text similarity score is 0.8846765160560608."
"ActivityNet Captions","v_HwM3ionUBsg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.012808437459170818. Maximum achieved text similarity score is 0.027054935693740845."
"ActivityNet Captions","v_Bg526A61c1w","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8321859836578369. Maximum achieved text similarity score is 0.8472648859024048."
"ActivityNet Captions","v_lS_bztQjpGM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8293349742889404. Maximum achieved text similarity score is 0.8558918237686157."
"ActivityNet Captions","v_J7GJKAoU0rE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8551062345504761. Maximum achieved text similarity score is 0.8636599779129028."
"ActivityNet Captions","v_goXkohySkU8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8523803353309631. Maximum achieved text similarity score is 0.8703863620758057."
"ActivityNet Captions","v_X3hQtXddMd4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8731300830841064. Maximum achieved text similarity score is 0.8835841417312622."
"ActivityNet Captions","v_PUI2Qrn0qbE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8637775778770447. Maximum achieved text similarity score is 0.8919509649276733."
"ActivityNet Captions","v_4w_46rTInXI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8759223222732544. Maximum achieved text similarity score is 0.878595232963562."
"ActivityNet Captions","v_-KjJxkFUhv4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8114427924156189. Maximum achieved text similarity score is 0.8209392428398132."
"ActivityNet Captions","v_qF3EbR8y8go","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8518573641777039. Maximum achieved text similarity score is 0.857332706451416."
"ActivityNet Captions","v_ivBgqENFmt0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8330504894256592. Maximum achieved text similarity score is 0.8590927124023438."
"ActivityNet Captions","v_FmRLElPPWV8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8812320232391357. Maximum achieved text similarity score is 0.8927237391471863."
"ActivityNet Captions","v_C7so_y5I_9s","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8214237689971924. Maximum achieved text similarity score is 0.8291313648223877."
"ActivityNet Captions","v_hf1JuvacaJc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8365058302879333. Maximum achieved text similarity score is 0.852430522441864."
"ActivityNet Captions","v_UmuWttAYfco","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.855444073677063. Maximum achieved text similarity score is 0.89058518409729."
"ActivityNet Captions","v_XToVLTbQEm4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8058395385742188. Maximum achieved text similarity score is 0.8809005618095398."
"ActivityNet Captions","v_aCSG6pfivy4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8807551264762878. Maximum achieved text similarity score is 0.8979575634002686."
